Pathway	C001	C008	C009	C010	C011	C014	C015	C016	C018	C019	C020	C021	C022	C023	C024	C025	C026	C027	C028	C029	C030	C031	C032	C033	C034	C035	C036	C037	C038	C039	C040	C041	C042	C043	C044	C045	C046	C047	C048	C049	C050	C051	C052	C053	C054	C055	C056	C057	C058	C059	C060	C061	C062	C063	C064	C065	C066	C067	C068	C069	C070	C071	C072	C073	C074	C076	C078	C079	C080	C081	C082	C084	C085	C086	C088	C089	C091	C092	C093
PWY0-1319: CDP-diacylglycerol biosynthesis II	0.000209318	6.75575e-05	0.000137643	0.000182453	0.000238856	0.000154779	0.000133542	0.000215377	0.000138687	0.000148954	8.34601e-05	0.000159867	0.000160293	0.00020229	0.000221828	0.000193936	0.000190959	0.000188963	0.000204551	4.77952e-05	0.00025811	0.000133993	0.000182231	0.00018341	0.000266112	0.000153278	0.000145657	0.000140907	0.000243539	0.000164842	0.000178166	0.000195156	0.000146537	0.000189996	0.000206556	0.000171786	0.000167933	0.000121292	0.000169077	0.000112675	0.000149199	0.000162012	0.00015615	0.000144915	0.000100837	8.4345e-05	0.000136694	0.000193027	0.000180662	0.000191712	0.000161505	0.000254751	0.000110918	0.000191388	0.000261294	0.000190592	0.000289504	0.000242242	0.000155252	0.000107858	0.000118959	0.000116376	0.000283086	0.000172079	0.000156832	0.000166776	0.000148954	0.000176035	0.000146298	0.000271571	0.000210058	0.000203995	8.07682e-05	0.000175851	0.000132297	0.000144157	0.000132883	0.000211691	0.000123378
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Acetatifactor.s__Acetatifactor_muris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.55292e-06	0	0	0	0	1.26736e-06	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Acutalibacter.s__Acutalibacter_muris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73743e-05	0	7.69819e-06	0	1.84072e-06	0	0	0	0	5.7351e-06	0	0	0	3.97836e-06	0	0	0	0	0	0	0	0	0	0	0	5.31122e-06	0	0	1.04301e-05	0	0	0	0	0	0	4.02505e-06	5.43395e-06	1.85161e-05	0	0	0	0	2.43092e-06	0	0	0	8.10762e-06	0	0	0	2.46343e-06	1.35271e-05	0	1.64083e-06	4.1906e-06	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Bacteroides.s__Bacteroides_caecimuris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.32156e-06	0	0	0	4.15001e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34464e-06	0	0	0	0	0	0	8.68678e-07	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Bacteroides.s__Bacteroides_sartorii	3.75758e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.80307e-06	0	0	0	0	0	0	0	6.69313e-06	4.63521e-06	0	0	0	0	0	0	0	0	0	1.4428e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.48173e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	1.62151e-05	0	4.94355e-06	1.28884e-05	4.39091e-05	2.55868e-05	0	1.46386e-05	0	1.36554e-05	0	8.74922e-06	3.412e-05	2.3887e-05	5.64842e-05	0	1.31657e-06	1.56247e-05	0	0	7.84466e-06	0	2.89897e-06	0	0	0	1.24551e-05	1.87992e-06	3.22222e-05	4.94798e-06	0	1.11721e-05	0	0	3.553e-05	2.40991e-05	0	5.33457e-06	1.98257e-05	1.77192e-06	9.03164e-06	0	9.08885e-06	0	0	4.43893e-07	3.57104e-06	0	0	0	5.1683e-05	4.32742e-06	0	4.32697e-06	0	3.38353e-05	0	0	0	0	0	0	1.19258e-05	1.34564e-05	0	1.03232e-05	0	3.9879e-06	1.76745e-05	1.72822e-05	0	1.98496e-05	0	0	0	3.47546e-06	4.87173e-06	3.25799e-05	9.96348e-06
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0	0	0	0	1.18258e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63151e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Clostridium.s__Clostridium_sp_ASF356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.94678e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Clostridium.s__Clostridium_sp_ASF502	0	0	3.59373e-06	0	0	0	0	0	0	3.09319e-06	0	0	0	0	0	1.10786e-06	0	0	0	0	0	0	0	0	0	0	0	1.33504e-06	0	0	4.02865e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71133e-06	0	0	0	0	0	1.92582e-06	0	0	0	0	0	0	0	0	1.642e-06	0	5.82102e-07	2.37761e-06	0	0	0	0	0	0	6.36475e-07	0	1.39729e-06	0	0	0	0	0	8.35578e-06
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Dorea.s__Dorea_sp_5_2	0	5.90431e-06	0	1.22714e-05	9.96315e-06	0	0	0	0	0	3.21039e-06	0	3.45784e-06	1.8206e-06	0	2.71851e-06	0	4.98905e-06	0	0	0	3.0107e-06	1.38635e-05	0	2.4236e-06	0	0	2.60021e-06	0	0	7.8931e-06	0	0	0	0	2.23449e-06	1.72295e-06	0	0	2.42885e-06	0	0	3.53279e-06	4.51713e-06	8.06814e-06	1.26652e-06	0	0	0	0	0	0	0	0	2.03078e-06	5.62306e-06	0	0	0	0	2.68224e-06	0	1.62514e-06	1.87752e-06	0	0	0	0	1.10947e-05	0	8.97521e-07	0	0	0	0	0	0	3.75458e-06	8.43723e-06
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Erysipelatoclostridium.s__Clostridium_cocleatum	0	0	0	0	6.47481e-06	0	0	0	0	0	0	0	0	0	0	0	0	5.13717e-06	0	0	0	0	0	0	0	0	0	0	1.77432e-05	0	0	0	0	0	0	0	0	0	8.90085e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15038e-06	0	0	0	0	0	4.84751e-06	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Erysipelatoclostridium.s__Clostridium_innocuum	0	0	0	0	0	0	0	0	0	0	0	0	0	7.3279e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27134e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.35144e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	3.06283e-06	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Helicobacter.s__Helicobacter_bilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07417e-05	3.7291e-06	0	0	0	0	0	0	0	0	5.37381e-06	0	0	0	2.94298e-05	0	0	0	0	0	0	0	0	0	0	0	2.90491e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.14894e-05	1.13336e-06	0	0	0	1.16967e-05	0	0	0	0	0	0	1.63238e-05	2.44811e-05	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	0	1.13198e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42749e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Helicobacter.s__Helicobacter_typhlonius	8.56611e-06	0	0	0	0	0	0	0	0	0	0	0	0	7.87103e-06	0	0	0	0	0	0	0	6.12544e-06	0	0	0	0	0	1.53934e-05	6.69555e-06	0	0	0	0	0	0	0	1.2172e-05	0	6.32263e-06	4.37176e-06	0	0	0	0	0	0	2.92833e-05	0	1.79428e-05	0	0	0	0	0	0	0	0	0	0	1.17093e-05	0	0	0	0	0	0	5.24166e-06	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.86555e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49719e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	0	0	0	0	2.50847e-05	0	0	2.10673e-05	8.97779e-06	3.68879e-06	0	0	0	0	7.64964e-06	0	3.76422e-06	0	0	0	0	0	1.32904e-05	0	2.02238e-06	0	1.16538e-05	9.75175e-06	0	0	0	1.67571e-05	7.22982e-06	0	3.55052e-06	1.63425e-05	5.05431e-06	1.45406e-05	2.62238e-05	0	0	2.18779e-06	1.10956e-05	0	0	0	1.13973e-05	2.55733e-05	0	0	1.06544e-05	0	0	0	1.31299e-05	2.37895e-06	0	0	0	1.81402e-05	1.99786e-06	2.13846e-05	0	2.52348e-05	7.36944e-06	0	0	0	3.83668e-05	7.07012e-05	6.98515e-06	3.24559e-05	0	0	5.60775e-06	0	4.69964e-05	1.61479e-05	1.02114e-05
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_3_2	0	0	0	0	0	0	0	1.08586e-05	0	0	1.53602e-06	0	0	0	0	1.89931e-06	0	0	1.02581e-05	0	3.37958e-05	0	0	5.9449e-06	7.42233e-06	0	0	0	0	1.27904e-06	2.47932e-06	0	0	0	3.86403e-06	0	0	0	0	0	0	4.48848e-06	0	0	0	0	0	0	0	0	0	6.43259e-06	0	6.52239e-06	0	6.29651e-06	0	2.85801e-06	0	0	2.89946e-06	0	2.88654e-06	0	0	0	0	1.79707e-05	0	3.72077e-06	3.38441e-06	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4	0	7.49019e-06	0	0	0	0	0	0	0	0	7.8637e-06	0	0	0	0	2.64121e-05	4.44481e-06	0	3.26823e-06	0	0	2.0142e-06	0	9.5233e-06	2.44768e-06	0	0	0	0	5.48144e-06	2.57906e-05	0	0	0	0	0	0	0	0	1.4241e-05	0	5.41433e-06	0	1.48384e-05	5.86372e-06	0	0	0	2.51524e-05	5.81659e-06	0	0	0	1.02539e-05	0	0	0	0	0	0	8.55204e-06	0	9.02545e-06	0	0	0	0	0	0	0	1.98896e-05	0	0	1.74767e-06	1.72599e-05	2.05253e-05	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_COE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.50928e-06	0	0	2.87077e-06	0	0	0	0	4.89648e-06	0	0	0	0	0	3.95255e-06	0	0	0	2.80648e-06	0	0	0	0	0	1.12111e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07752e-05	0	0	0	0	8.57295e-06	0	0	3.36449e-06	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_M18_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30963e-06	0	0	0	0	0	2.69641e-06	0	2.76972e-06	0	0	0	0	0	2.70111e-06	0	0	0	3.27057e-06	0	0	0	0	0	2.6084e-06	4.55795e-06	0	0	0	0	0	0	0	0	0	0	1.1749e-05	0	0	0	0	0	0	0	0	0	0	1.17001e-05	8.85208e-07	0	0	0	1.92023e-06	0	0	5.25279e-06	0	9.56488e-06	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Mucispirillum.s__Mucispirillum_schaedleri	3.68522e-05	0	0	0	2.08781e-05	0	0	0	9.07788e-06	0	0	0	0	9.21575e-06	1.96569e-05	0	0	0	0	0	0	0	5.58767e-05	5.40825e-06	1.49222e-05	7.62369e-06	0	0	4.54808e-05	4.63274e-06	0	0	0	0	2.46455e-05	2.84099e-05	0	0	7.77026e-06	0	1.07327e-05	1.52067e-05	0	9.80328e-06	0	1.31072e-06	0	4.04719e-05	0	7.2296e-06	0	0	0	1.32199e-05	4.68986e-05	0	2.15296e-05	2.10401e-05	5.01822e-06	0	0	0	6.62343e-06	6.22265e-06	0	0	6.40858e-06	7.88025e-06	0	1.39163e-05	0	2.21691e-05	0	0	0	4.87682e-06	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.14579e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.0282e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Parabacteroides.s__Parabacteroides_goldsteinii	0	0	0	0	0	0	0	0	0	0	0	0	0	4.05573e-06	0	0	0	2.38982e-05	0	0	0	0	6.42465e-06	0	0	0	0	0	3.43009e-06	0	0	0	0	0	2.36611e-06	0	0	0	5.09884e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03755e-05	0	0	0	0	0	0	0	0	0	0	0	4.55279e-06	0	1.74452e-06	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Porphyromonas.s__Porphyromonas_sp_31_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.09567e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|unclassified	3.80693e-05	4.411e-05	9.76885e-05	0.00014495	8.11757e-05	8.5263e-06	0.000123266	0.000113924	0.00010252	8.57414e-05	5.58857e-05	0.000121831	6.84306e-05	4.03992e-05	6.36038e-05	0.000138754	0.000131343	0.000101945	0.000135167	0	0.000115909	0.000102043	3.85641e-05	6.10797e-05	0.000212303	9.61329e-05	0.000104457	6.64011e-05	9.69457e-05	0.000117911	0.000104115	0.000128004	0.000116183	0.000149971	6.57823e-05	5.9617e-05	0.000117307	5.385e-05	4.02568e-05	6.88623e-05	7.72791e-05	0.000105074	0.000111198	7.17357e-05	2.2507e-05	5.70286e-05	4.28805e-05	7.98817e-05	0.000109006	9.80136e-05	5.11918e-05	0.000191327	7.71687e-05	9.24141e-05	0.000147747	7.9872e-05	0.000189757	2.38222e-05	0.000133784	3.74629e-05	8.91037e-05	6.9404e-05	7.55708e-05	7.61088e-05	0.00011343	0.000114715	6.71603e-05	7.66255e-05	5.11519e-05	0.00011084	0.000139743	5.77372e-05	6.08125e-05	0.000147468	6.50863e-05	5.75214e-05	5.70803e-05	0.000106892	6.57357e-05
PWY0-1337: oleate &beta;-oxidation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71098e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1337: oleate &beta;-oxidation|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14261e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1337: oleate &beta;-oxidation|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.04874e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1338: polymyxin resistance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.43734e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1338: polymyxin resistance|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.04474e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1338: polymyxin resistance|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.45465e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III	0	0	0	0	0	0	0	0	0	0	0	0	0	7.06818e-06	0	0	0	1.42435e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33729e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25841e-06	7.75357e-06	1.66196e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23202e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34254e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05654e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0214e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1477: ethanolamine utilization	4.33681e-05	1.13001e-05	3.80973e-06	8.82557e-05	0.000113061	6.04659e-05	3.12343e-05	6.12637e-05	4.48725e-05	9.5916e-05	7.92051e-06	3.46624e-05	2.73888e-05	7.56914e-05	9.73291e-05	2.51924e-05	4.35141e-05	2.49915e-05	3.30218e-05	8.55492e-05	2.41851e-05	1.54771e-05	3.85725e-06	1.49641e-05	2.95714e-05	4.80158e-05	6.73567e-05	4.36765e-05	2.99891e-06	3.29804e-05	1.56848e-05	8.75902e-05	3.80989e-05	1.34912e-05	3.77551e-05	1.7399e-05	2.02533e-05	5.94809e-05	5.11688e-06	2.20327e-05	7.22607e-06	1.7619e-05	6.60203e-05	0	0.00010216	1.44287e-05	5.66278e-05	8.21367e-06	2.28754e-05	1.62661e-05	0.000100011	2.01153e-05	1.56467e-05	4.60249e-05	8.90717e-06	4.23689e-05	7.8488e-06	0.000577143	2.73498e-05	7.226e-05	1.71301e-05	1.11112e-05	2.57967e-05	6.69338e-05	3.07818e-05	5.11512e-05	1.41298e-05	2.4797e-05	6.97632e-05	1.94736e-05	4.34849e-05	3.89169e-05	4.69841e-05	0	1.37072e-05	1.09752e-05	4.97302e-05	3.21264e-05	2.88199e-05
PWY0-1477: ethanolamine utilization|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	3.81528e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76114e-06	0	0	0	0	0	0	0
PWY0-1477: ethanolamine utilization|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	7.32732e-06	0	0	0	5.9168e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000144796	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61023e-06	0	0	0	0	0	0	0
PWY0-1477: ethanolamine utilization|g__Lactococcus.s__Lactococcus_lactis	0	0	0	0	8.93099e-06	6.03786e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22842e-06	0	0	0	0	0	0	3.25229e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.05187e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.85156e-06	0	5.55073e-06	0	0	0	0	0	0	0
PWY0-1477: ethanolamine utilization|unclassified	3.8921e-05	1.10687e-05	3.79971e-06	8.75842e-05	9.80691e-05	5.79335e-05	2.99248e-05	6.09024e-05	4.48725e-05	9.51417e-05	7.86078e-06	3.45471e-05	2.73888e-05	4.45192e-05	6.31376e-05	2.48578e-05	4.31053e-05	5.77569e-06	3.2618e-05	8.55492e-05	2.38674e-05	1.51355e-05	3.8473e-06	1.49641e-05	2.95714e-05	4.71075e-05	6.69137e-05	4.08792e-05	2.96993e-06	3.29597e-05	1.537e-05	8.70723e-05	3.79121e-05	1.34765e-05	3.38925e-05	1.67823e-05	2.00679e-05	5.93876e-05	5.07875e-06	2.0734e-05	7.2229e-06	1.75589e-05	6.59747e-05	0	0.000100974	1.39765e-05	5.09189e-05	8.21367e-06	2.18027e-05	1.62661e-05	9.80197e-05	1.98427e-05	1.21624e-05	4.54073e-05	8.89667e-06	4.23e-05	0	1.7952e-05	2.70913e-05	6.58924e-05	1.68435e-05	1.10934e-05	2.54192e-05	5.955e-05	3.03682e-05	4.95237e-05	1.363e-05	2.4682e-05	6.83529e-05	1.66926e-05	4.21431e-05	2.00153e-05	4.12169e-05	0	1.37072e-05	1.09091e-05	4.89383e-05	3.19802e-05	2.86198e-05
PWY0-1479: tRNA processing	0	0	0	0	0	0	0	0	0	0	0	0	0	5.23822e-05	3.71981e-06	2.22524e-06	4.81205e-06	4.49781e-06	0	0	0	0	0	0	0	0	0	0	7.01977e-06	0	0	0	2.12169e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.14324e-06	0	0	0	0	0	0	3.8744e-06	3.32589e-05	9.60354e-05	0	0	0	0	0	0	0	0	0	2.69726e-06	0	0	0	9.09929e-06	0	0	0	0	1.38425e-05	0	0
PWY0-1479: tRNA processing|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	2.67225e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.95269e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	9.4205e-07	0	0	0	0	0	0	0
PWY0-1479: tRNA processing|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	2.29591e-05	3.70767e-06	2.22239e-06	4.79833e-06	4.10162e-06	0	0	0	0	0	0	0	0	0	0	6.1544e-06	0	0	0	1.98178e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.14e-06	0	0	0	0	0	0	3.87117e-06	2.36841e-05	1.95598e-05	0	0	0	0	0	0	0	0	0	2.63069e-06	0	0	0	6.27178e-06	0	0	0	0	0	0	0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	6.4936e-05	1.21057e-05	0.000105105	7.28571e-05	6.17737e-05	8.16409e-05	7.72831e-06	4.29255e-05	3.30483e-05	6.63249e-05	9.8366e-06	3.90942e-05	5.05685e-05	0.000239349	9.14832e-05	7.16467e-06	1.01447e-05	7.16064e-05	2.4763e-05	3.16099e-05	2.97167e-05	1.64542e-05	2.41693e-05	8.92217e-06	1.49103e-05	1.37884e-05	4.36808e-05	7.73156e-05	9.21907e-05	1.45866e-05	4.30151e-05	5.45609e-05	9.31379e-05	1.42826e-05	8.34593e-05	8.04675e-05	1.73457e-05	5.88521e-05	0.000199248	1.38699e-05	1.03446e-05	7.61455e-06	0.000146839	4.65788e-06	2.39452e-05	7.78509e-06	8.03626e-05	2.72339e-05	2.31411e-05	1.30093e-05	0.000106412	1.51242e-05	3.76882e-05	2.12633e-05	1.28221e-05	9.43366e-05	4.04552e-05	0.000245039	1.60705e-05	2.64844e-05	6.96513e-06	2.9427e-05	1.60579e-05	8.15623e-05	0	6.22923e-05	1.62054e-05	1.12371e-05	4.32097e-05	6.88313e-05	4.24588e-05	5.32129e-05	1.68853e-05	6.10342e-05	1.26907e-05	1.8617e-05	5.3154e-05	0.000108071	4.17889e-05
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_caecimuris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12255e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
